Source,Tweet,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
@CBS,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight aft… https://t.co/61Tx2GTn35,Sun Sep 30 17:00:00 +0000 2018,0.6124,0.19,0.81,0.0,33
@CBS,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,Sun Sep 30 14:34:18 +0000 2018,0.0,0.0,1.0,0.0,34
@CBS,"On @colbertlateshow, @TheNeighborhood's @CedEntertainer and Stephen recall the first time they met on a night when… https://t.co/vjz1zVg4sR",Fri Sep 28 22:22:01 +0000 2018,0.0,0.0,1.0,0.0,35
@CBS,".@happytogether's @wayansjr, @HereIsGina &amp; @latelateshow discuss the pros and cons of living with a pop star. Con:… https://t.co/PLXFxfheW7",Fri Sep 28 20:16:14 +0000 2018,0.0,0.0,1.0,0.0,36
@CBS,"If you haven't seen @SEALTeamCBS, make it your mission to know them before the #SEALTeam Season 2 premiere October… https://t.co/NhCPI3lZSV",Fri Sep 28 17:52:41 +0000 2018,0.0,0.0,1.0,0.0,37
@CBS,"⚡️ “Murphy Brown Returns to CBS”

https://t.co/3vsAg7WcB1",Fri Sep 28 16:51:50 +0000 2018,0.0,0.0,1.0,0.0,38
@CBS,.@TheNeighborhood's @iamgreenfield revealing his Fiddler on the Roof goals on @latelateshow will be the earworm you… https://t.co/swbh8HPwA1,Thu Sep 27 20:19:18 +0000 2018,0.0,0.0,1.0,0.0,39
@CBS,RT @MurphyBrownCBS: A moment 20 years in the making all comes down to this. #MurphyBrown returns to @CBS tonight! https://t.co/tWSMFM3YbG,Thu Sep 27 20:01:53 +0000 2018,0.0,0.0,1.0,0.0,40
@CBS,"Candice Bergen tells @colbertlateshow the presidential way tonight's @MurphyBrownCBS premiere imitates life, albeit… https://t.co/4Kbk8gt6nS",Thu Sep 27 17:19:16 +0000 2018,0.0,0.0,1.0,0.0,41
@CBS,@marlagardner222 @jay_hernandez Good idea. The theme song is a dead giveaway. 😉,Thu Sep 27 16:58:08 +0000 2018,-0.34,0.169,0.581,0.25,42
@CBS,@queenmama7777 @CBSAllAccess We believe in you! https://t.co/ZK0xaPRxVr,Thu Sep 27 00:44:13 +0000 2018,0.0,0.0,1.0,0.0,43
@CBS,@BSkyjackcity @jokersupdates @CBSAllAccess On it. https://t.co/yxKX9ry7fw,Thu Sep 27 00:42:15 +0000 2018,0.0,0.0,1.0,0.0,44
@CBS,Sixteen houseguests entered and now it's down to the Final 3. Don't miss a second of the 90-minute #BB20Finale toni… https://t.co/KwDHR9Hfqu,Wed Sep 26 21:49:27 +0000 2018,0.1139,0.071,0.929,0.0,45
@CBS,"The tribe has spoken, and they do a pretty decent @JeffProbst impression just in time for the @survivorcbs Season P… https://t.co/2Ps8VKblay",Wed Sep 26 19:57:54 +0000 2018,0.6249,0.221,0.779,0.0,46
@CBS,"⚡️ “FBI Premieres on CBS”

https://t.co/faL6iHZc5g",Wed Sep 26 17:25:43 +0000 2018,0.0,0.0,1.0,0.0,47
@CBS,"RT @CBSAllAccess: A night of crime dramas?! Oh yes. 🙌 Stream @NCIS_CBS, @FBICBS &amp; @NCISNewOrleans starting at 8/7c on CBS All Access: https…",Tue Sep 25 21:10:56 +0000 2018,-0.2714,0.098,0.764,0.138,48
@CBS,"Before @FBICBS premieres tonight, @mperegrym stopped by @CBSThisMorning to talk about her role as an FBI agent in t… https://t.co/CPVki4Hv8y",Tue Sep 25 20:31:45 +0000 2018,-0.2263,0.0,0.909,0.091,49
@CBS,RT @CBSAllAccess: 🚨 @PatrickBrammall. Tim Meadows. @jessicaalba. @iamgreenfield. @AHWAmySedaris. @ChrisGethard. @JoeManganiello. AND SO MAN…,Tue Sep 25 19:54:26 +0000 2018,0.0,0.0,1.0,0.0,50
@CBS,RT @bigbangtheory: Happy #NationalComicBookDay from Sheldon and his many shirts! How are you sporting your favorite superhero today? #BigBa…,Tue Sep 25 19:45:33 +0000 2018,0.7901,0.291,0.709,0.0,51
@CBS,"⚡️ “Magnum P.I. Premieres on CBS”

https://t.co/UtbQlcDG8S",Tue Sep 25 18:34:26 +0000 2018,0.0,0.0,1.0,0.0,52
@CBS,".@jay_hernandez went on @latelateshow to talk about @MagnumPICBS, but he may have gotten @TiffanyHaddish as a surf… https://t.co/a3acRu10aw",Tue Sep 25 18:05:31 +0000 2018,0.0,0.0,1.0,0.0,53
@CBS,"RT @60Minutes: 60 Minutes turns 50 today. Tick, tick, tick ... https://t.co/3CVKEs9J7F",Mon Sep 24 18:56:15 +0000 2018,0.0,0.0,1.0,0.0,54
@CBS,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in ATL, Indy, NOLA, Kansas City, NYC, Philly, Prov… https://t.co/fejqoxtvSY",Sun Sep 23 23:24:03 +0000 2018,-0.2263,0.0,0.913,0.087,55
@CBS,Kick off your Sunday with @NFL on CBS. Catch your local games live on CBS and @CBSAllAccess. 🏈📺… https://t.co/kbo7N27mY9,Sun Sep 23 14:00:00 +0000 2018,0.0,0.0,1.0,0.0,56
@CBS,"How does $100,000 sound? Because someone is going to win all that tonight on the @TKOCBS Battle Royale finale at 9p… https://t.co/JEuUZ2QlQh",Fri Sep 21 19:18:00 +0000 2018,0.296,0.144,0.758,0.098,57
@CBS,@colbertlateshow @IainLoveTheatre @IainLoveTheatre made a compelling argument. We'll get back to you. 😉,Fri Sep 21 17:46:26 +0000 2018,-0.1531,0.123,0.714,0.162,58
@CBS,"Now that @bigbangtheory is entering its last season, Kaley Cuoco admits to @latelateshow she's over the show's noto… https://t.co/xvhlMWBhSX",Thu Sep 20 23:17:19 +0000 2018,0.296,0.109,0.891,0.0,59
@CBS,RT @HawaiiFive0CBS: It’s the big Five-0! 🎉 🌊 #H50 premiered on this day in 1968! Celebrate 50 years of Hawaii Five-0 with every season of b…,Thu Sep 20 21:38:21 +0000 2018,0.7896,0.212,0.788,0.0,60
@CBS,RT @JordanPeele: 📺🌀 https://t.co/CygbVi4JFC,Thu Sep 20 16:47:26 +0000 2018,0.0,0.0,1.0,0.0,61
@CBS,The @latelateshow and @JKCorden will never be good enough for @henrygolding's crazy rich mom.… https://t.co/xVmH5Iyfvs,Wed Sep 19 19:07:37 +0000 2018,-0.0531,0.176,0.588,0.236,62
@CBS,RT @CBSThisMorning: Imagine receiving a digital friend request from someone claiming to be God. What would you do? The new @CBS drama @GodF…,Tue Sep 18 17:04:20 +0000 2018,0.6486,0.209,0.791,0.0,63
@CBS,"RT @PriceIsRight: We're thrilled to be back with all new, fun, and exciting shows!!  We hope to give you another award winning season! HERE…",Mon Sep 17 22:01:52 +0000 2018,0.9642,0.527,0.473,0.0,64
@CBS,RT @SalvationCBS: X marks the spot on the heart-stopping season finale of #SalvationCBS tonight at 9/8c on CBS &amp; CBS All Access: https://t.…,Mon Sep 17 21:41:20 +0000 2018,0.0,0.0,1.0,0.0,65
@CBS,Waiting for tonight's @Elementary_CBS season finale like https://t.co/Ou8342vGT9,Mon Sep 17 19:18:37 +0000 2018,0.3612,0.263,0.737,0.0,66
@CBS,"Due to an NFL overrun, the CBS Sunday lineup is delayed in the East/Central cities ONLY. New start times:… https://t.co/IypoJ0l16P",Sun Sep 16 23:48:59 +0000 2018,-0.2263,0.0,0.909,0.091,67
@CBS,RT @CBSAllAccess: Sundays were made for NFL on CBS. 🏈💯 Stream NFL on CBS All Access live today: https://t.co/vsod8jGE7N https://t.co/co2528…,Sun Sep 16 14:33:46 +0000 2018,0.0,0.0,1.0,0.0,68
@CBS,"What happens when a PTA mom steals nearly $100,000 from her daughter's school? Don't miss the #PinkCollarCrimes sea… https://t.co/Gjiy0pByaE",Sat Sep 15 16:00:01 +0000 2018,-0.4322,0.07,0.771,0.159,69
@CBS,"RT @CBSAllAccess: No internet, no problem. You can now download and play your favorite shows on CBS All Access! 🙌 Learn how: https://t.co/y…",Fri Sep 14 18:22:59 +0000 2018,-0.2481,0.17,0.598,0.233,70
@CBS,@PlaggemeyLee Mac's putting something together. 😉 https://t.co/6ww5HlV6Bx,Thu Sep 13 20:52:06 +0000 2018,0.0,0.0,1.0,0.0,71
@CBS,This just in... https://t.co/QG3OYF6Rfv,Thu Sep 13 20:28:06 +0000 2018,0.0,0.0,1.0,0.0,72
@CBS,RT @CBSAllAccess: Get excited! Stream original #MurphyBrown episodes for a limited time on CBS All Access before the @MurphyBrownCBS reviva…,Thu Sep 13 18:06:49 +0000 2018,0.4753,0.218,0.699,0.083,73
@CBS,"This just in! The 54th #ACMawards will air LIVE from Las Vegas on Sunday, April 7, 2019 at 8/7c on CBS and… https://t.co/Q9e7qxe26l",Mon Sep 10 17:06:16 +0000 2018,0.0,0.0,1.0,0.0,74
@CBS,"Due to an NFL overrun, CBS is delayed 17 mins in the following markets: Kansas City, Miami, Tampa, NOLA, New York,… https://t.co/9eXZ9mA1Xb",Sun Sep 09 23:36:09 +0000 2018,-0.2263,0.0,0.917,0.083,75
@CBS,Are you ready for some football? 🏈 Stream your favorite NFL games LIVE on #CBSAllAccess today:… https://t.co/eHt8guHoyv,Sun Sep 09 14:00:00 +0000 2018,0.6705,0.256,0.744,0.0,76
@CBS,An unforgettable night of inspiring stories and performances highlighting the 10 years of impact #StandUpToCancer c… https://t.co/8bp2XNKwfH,Sat Sep 08 16:20:43 +0000 2018,0.4215,0.149,0.851,0.0,77
@CBS,The star-studded event is about to begin! Tune in now to watch #StandUpToCancer on CBS and @cbsallaccess. https://t.co/cD8TJuQBog,Sat Sep 08 00:00:00 +0000 2018,0.0,0.0,1.0,0.0,78
@CBS,"RT @cbsallaccess: Join #TellMeAStory's @daniellemcam, @BillyMagnussen &amp; Dorian Missick by standing up to cancer! Watch @SU2C tonight at 8/7…",Fri Sep 07 23:15:09 +0000 2018,-0.5411,0.092,0.712,0.196,79
@CBS,Tune in to a first-of-its-kind digital live show as lead up to @SU2C’s televised event tonight! The show will featu… https://t.co/hIVaLAXYmR,Fri Sep 07 21:50:51 +0000 2018,0.0,0.0,1.0,0.0,80
@CBS,Hollywood legend Burt Reynolds has passed away at the age of 82. He will be missed. https://t.co/HSmcJ9X9iC,Thu Sep 06 22:10:49 +0000 2018,-0.296,0.0,0.879,0.121,81
@CBS,Here are @FBICBS’ @JeremySisto and @EboneeReigne with a powerful message before #StandUpToCancer airs tomorrow! https://t.co/OCqh91N1OO,Thu Sep 06 19:00:01 +0000 2018,0.4753,0.192,0.808,0.0,82
@CBS,Here's everything you need to know before tuning into #StandUpToCancer this Friday at 8/7c: https://t.co/IT9ht84TZ1 https://t.co/OK4AOxw5mP,Wed Sep 05 21:00:00 +0000 2018,0.0,0.0,1.0,0.0,83
@CBS,Survivor host @JeffProbst is here to break down the theme of #Survivor: David vs. Goliath before the new season beg… https://t.co/8TcA200eFQ,Wed Sep 05 17:32:40 +0000 2018,0.3612,0.111,0.889,0.0,84
@CBS,"Thanks, @StephenAtHome. 
P.S. Nice beard. #LSSC https://t.co/wppVtfR9cL",Wed Sep 05 16:48:09 +0000 2018,0.6908,0.533,0.467,0.0,85
@CBS,The biggest names in entertainment are coming together once again for #StandUpToCancer this Friday at 8/7c on @CBS… https://t.co/ntuGKLYvuW,Tue Sep 04 20:34:26 +0000 2018,0.4215,0.135,0.865,0.0,86
@CBS,RT @cbsallaccess: Stream #17 @WestVirginiaU vs. @UTKnoxville LIVE today at 3:30PM ET on CBS All Access! Try 1 month FREE using code BINGENO…,Sat Sep 01 15:25:34 +0000 2018,0.6514,0.171,0.829,0.0,87
@CBS,"In just one week, @RWitherspoon, @McConaughey, Jennifer Garner, and more will attend the #​StandUpToCancer fundrais… https://t.co/iHKGOoWejA",Fri Aug 31 21:26:49 +0000 2018,0.0,0.0,1.0,0.0,88
@CBS,"Believe in miracles. Watch this sneak peek of the complete premiere episode of @GodFriendedMe now, a month before i… https://t.co/5AIUH5VmMk",Fri Aug 31 18:01:01 +0000 2018,0.0,0.0,1.0,0.0,89
@CBS,"RT @cbsallaccess: Money. Murder. Mystery. #OneDollar is now streaming, exclusively on CBS All Access. https://t.co/3qFdTEmVU5 https://t.co/…",Thu Aug 30 19:45:51 +0000 2018,-0.6908,0.0,0.761,0.239,90
@CBS,RT @GodFriendedMe: It's a godsend! We're dropping the #GodFriendedMe pilot tomorrow right here on Twitter for you to stream a full month be…,Thu Aug 30 15:32:47 +0000 2018,0.6239,0.17,0.83,0.0,91
@CBS,"It's almost time for sweater weather, pumpkin spice lattes, and CBS Fall TV premieres. Check out the storylines for… https://t.co/BpgDyYl8fc",Mon Aug 27 23:36:57 +0000 2018,0.0,0.0,1.0,0.0,92
@CBS,RT @cbsallaccess: #NFL preseason coverage is here! 🏈 The Detroit @Lions battle the Tampa Bay @Buccaneers tonight at 8PM ET. Stream the game…,Fri Aug 24 20:30:16 +0000 2018,-0.4389,0.0,0.888,0.112,93
@CBS,"@bigbangtheory 🎶...happy kitty, sleepy kitty, purr purr purr🎶 #TheBigBangTheory https://t.co/sEObppGJlZ",Wed Aug 22 20:55:25 +0000 2018,0.0,0.0,1.0,0.0,94
@CBS,"This is going to require multiple singings of ""Soft Kitty."" https://t.co/UdRGNeQ7Lb",Wed Aug 22 20:10:12 +0000 2018,0.0,0.0,1.0,0.0,95
@CBS,Got to get more of the @PaulMcCartney #CarpoolKaraoke into your life? @latelateshow produced an hour-long bonus spe… https://t.co/DjPqajo6Xn,Mon Aug 20 21:59:56 +0000 2018,0.5423,0.171,0.829,0.0,96
@CBS,"How much does it cost to bury the truth? 
#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/ZL5TBH9ro5",Fri Aug 17 17:42:02 +0000 2018,0.3182,0.113,0.887,0.0,97
@CBS,Things got carried away when @ArianaGrande joined @latelateshow for #CarpoolKaraoke. So did Ariana. #ArianaCarpool https://t.co/WSZcC0TaYz,Thu Aug 16 18:40:09 +0000 2018,0.0,0.0,1.0,0.0,98
@CBS,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,Thu Aug 16 00:09:03 +0000 2018,-0.5267,0.092,0.72,0.188,99
@CBS,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,Sun Aug 12 23:30:02 +0000 2018,0.0,0.0,1.0,0.0,100
@CNN,"RT @CNNSitRoom: ""There are witnesses who can corroborate, and possibly substantiate, those kinds of allegations, that still have not been i…",Wed Oct 03 22:40:29 +0000 2018,0.0,0.0,1.0,0.0,1
@CNN,A subject believed to be connected to suspicious letters sent to President Donald Trump and top Pentagon officials… https://t.co/xyKuoeSoWs,Wed Oct 03 22:35:13 +0000 2018,-0.1779,0.089,0.788,0.123,2
@CNN,Actress Molly Ringwald will be on Full Circle to talk about reevaluating ‘Sixteen Candles’ and her other iconic '80… https://t.co/7JmQ4DFMBn,Wed Oct 03 22:33:33 +0000 2018,0.0,0.0,1.0,0.0,3
@CNN,Education Secretary Betsy DeVos' security detail is estimated to cost $1 million more in 2019… https://t.co/E04SMC4WJt,Wed Oct 03 22:31:04 +0000 2018,0.34,0.138,0.862,0.0,4
@CNN,Trump fine-tunes his campaign attack on the #MeToo movement | Analysis by CNN's Z. Byron Wolf… https://t.co/Xo5aW3ldD5,Wed Oct 03 22:21:03 +0000 2018,-0.4767,0.0,0.829,0.171,5
@CNN,"BREAKING: Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A… https://t.co/3blbXIPQTg",Wed Oct 03 22:17:30 +0000 2018,0.0,0.0,1.0,0.0,6
@CNN,Melania Trump spent her second day in Ghana touring a former slave outpost and learning about some of the country's… https://t.co/ux9MJuEoHq,Wed Oct 03 22:01:08 +0000 2018,0.0,0.0,1.0,0.0,7
@CNN,Barnes &amp; Noble stock jumped more than 20% after the board said it would consider a sale of the troubled company… https://t.co/woKsQ5axkK,Wed Oct 03 21:59:34 +0000 2018,0.0,0.12,0.76,0.12,8
@CNN,"RT @CNNSitRoom: ""The reason why President Trump's comments were so disgraceful, is because he was mocking a survivor, and it wasn't just ab…",Wed Oct 03 21:55:18 +0000 2018,-0.0516,0.099,0.794,0.107,9
@CNN,GOP Sen. Lindsey Graham said at an event that he didn't like President Trump's mockery of Christine Blasey Ford at… https://t.co/FtWDFQSSJc,Wed Oct 03 21:51:42 +0000 2018,-0.5283,0.0,0.812,0.188,10
@CNN,"The mayor can never make right the blight on Tulsa that is its 1921 race massacre, but finding the victims almost a… https://t.co/qdsSKspgZj",Wed Oct 03 21:41:05 +0000 2018,-0.4497,0.0,0.882,0.118,11
@CNN,"The ""Vice"" trailer features a nearly unrecognizable Christian Bale, an actor famous for his over-the-top transforma… https://t.co/iDF8yEgV3B",Wed Oct 03 21:31:03 +0000 2018,0.0,0.0,1.0,0.0,12
@CNN,"Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake… https://t.co/txFAuoW9bJ",Wed Oct 03 21:26:05 +0000 2018,0.0,0.0,1.0,0.0,13
@CNN,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical… https://t.co/1ha4f7W7jG",Wed Oct 03 21:21:05 +0000 2018,0.0516,0.117,0.778,0.106,14
@CNN,"RT @TheLeadCNN: Donald Trump's hair is ""a living breathing creation,"" argues cartoonist Garry Trudeau, who's been satirizing the President…",Wed Oct 03 21:16:27 +0000 2018,-0.3818,0.0,0.874,0.126,15
@CNN,Progressive activists and other left-leaning outside groups are ramping up their efforts to convince a bipartisan b… https://t.co/e4XtGKghr7,Wed Oct 03 21:14:30 +0000 2018,0.25,0.111,0.889,0.0,16
@CNN,"""It wasn't until I read -- and reread -- Ford's account that I gained some sort of clarity. I felt in my bones that… https://t.co/JHlsFG8W5R",Wed Oct 03 21:11:05 +0000 2018,0.6133,0.2,0.8,0.0,17
@CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/cb09NieKtB",Wed Oct 03 21:09:05 +0000 2018,0.0,0.0,1.0,0.0,18
@CNN,A CBS executive has been placed on leave after multiple individuals spoke to CNN accusing the senior vice president… https://t.co/AKqhfweJwE,Wed Oct 03 21:01:02 +0000 2018,-0.2263,0.0,0.854,0.146,19
@CNN,Why Susan Collins is in a very unfamiliar place on the Kavanaugh vote | Analysis by @CillizzaCNN… https://t.co/UinXdNmJpk,Wed Oct 03 20:51:01 +0000 2018,0.0,0.0,1.0,0.0,20
@CNN,"RT @CNNSitRoom: ""There are witnesses who can corroborate, and possibly substantiate, those kinds of allegations, that still have not been i…",Wed Oct 03 22:40:29 +0000 2018,0.0,0.0,1.0,0.0,21
@CNN,A subject believed to be connected to suspicious letters sent to President Donald Trump and top Pentagon officials… https://t.co/xyKuoeSoWs,Wed Oct 03 22:35:13 +0000 2018,-0.1779,0.089,0.788,0.123,22
@CNN,Actress Molly Ringwald will be on Full Circle to talk about reevaluating ‘Sixteen Candles’ and her other iconic '80… https://t.co/7JmQ4DFMBn,Wed Oct 03 22:33:33 +0000 2018,0.0,0.0,1.0,0.0,23
@CNN,Education Secretary Betsy DeVos' security detail is estimated to cost $1 million more in 2019… https://t.co/E04SMC4WJt,Wed Oct 03 22:31:04 +0000 2018,0.34,0.138,0.862,0.0,24
@CNN,Trump fine-tunes his campaign attack on the #MeToo movement | Analysis by CNN's Z. Byron Wolf… https://t.co/Xo5aW3ldD5,Wed Oct 03 22:21:03 +0000 2018,-0.4767,0.0,0.829,0.171,25
@CNN,"BREAKING: Five law enforcement officers have been shot in Florence County, South Carolina, sheriff's deputy says. A… https://t.co/3blbXIPQTg",Wed Oct 03 22:17:30 +0000 2018,0.0,0.0,1.0,0.0,26
@CNN,Melania Trump spent her second day in Ghana touring a former slave outpost and learning about some of the country's… https://t.co/ux9MJuEoHq,Wed Oct 03 22:01:08 +0000 2018,0.0,0.0,1.0,0.0,27
@CNN,Barnes &amp; Noble stock jumped more than 20% after the board said it would consider a sale of the troubled company… https://t.co/woKsQ5axkK,Wed Oct 03 21:59:34 +0000 2018,0.0,0.12,0.76,0.12,28
@CNN,"RT @CNNSitRoom: ""The reason why President Trump's comments were so disgraceful, is because he was mocking a survivor, and it wasn't just ab…",Wed Oct 03 21:55:18 +0000 2018,-0.0516,0.099,0.794,0.107,29
@CNN,GOP Sen. Lindsey Graham said at an event that he didn't like President Trump's mockery of Christine Blasey Ford at… https://t.co/FtWDFQSSJc,Wed Oct 03 21:51:42 +0000 2018,-0.5283,0.0,0.812,0.188,30
@CNN,"The mayor can never make right the blight on Tulsa that is its 1921 race massacre, but finding the victims almost a… https://t.co/qdsSKspgZj",Wed Oct 03 21:41:05 +0000 2018,-0.4497,0.0,0.882,0.118,31
@CNN,"The ""Vice"" trailer features a nearly unrecognizable Christian Bale, an actor famous for his over-the-top transforma… https://t.co/iDF8yEgV3B",Wed Oct 03 21:31:03 +0000 2018,0.0,0.0,1.0,0.0,32
@CNN,"Senate Finance Chairman Orrin Hatch said he would be ""happy"" to look into President Trump's tax returns in the wake… https://t.co/txFAuoW9bJ",Wed Oct 03 21:26:05 +0000 2018,0.0,0.0,1.0,0.0,33
@CNN,"A surprise government inspection found nooses hanging in cells, misuse of solitary confinement and delayed medical… https://t.co/1ha4f7W7jG",Wed Oct 03 21:21:05 +0000 2018,0.0516,0.117,0.778,0.106,34
@CNN,"RT @TheLeadCNN: Donald Trump's hair is ""a living breathing creation,"" argues cartoonist Garry Trudeau, who's been satirizing the President…",Wed Oct 03 21:16:27 +0000 2018,-0.3818,0.0,0.874,0.126,35
@CNN,Progressive activists and other left-leaning outside groups are ramping up their efforts to convince a bipartisan b… https://t.co/e4XtGKghr7,Wed Oct 03 21:14:30 +0000 2018,0.25,0.111,0.889,0.0,36
@CNN,"""It wasn't until I read -- and reread -- Ford's account that I gained some sort of clarity. I felt in my bones that… https://t.co/JHlsFG8W5R",Wed Oct 03 21:11:05 +0000 2018,0.6133,0.2,0.8,0.0,37
@CNN,"NYC to Boston in 36 minutes? Transcend Air has plans for a jet-fast plane that takes off and lands vertically, allo… https://t.co/cb09NieKtB",Wed Oct 03 21:09:05 +0000 2018,0.0,0.0,1.0,0.0,38
@CNN,A CBS executive has been placed on leave after multiple individuals spoke to CNN accusing the senior vice president… https://t.co/AKqhfweJwE,Wed Oct 03 21:01:02 +0000 2018,-0.2263,0.0,0.854,0.146,39
@CNN,Why Susan Collins is in a very unfamiliar place on the Kavanaugh vote | Analysis by @CillizzaCNN… https://t.co/UinXdNmJpk,Wed Oct 03 20:51:01 +0000 2018,0.0,0.0,1.0,0.0,40
@CNN,"RT @CNNPolitics: Democratic Sen. Kamala Harris says she is ""embarrassed"" President Trump mocked Brett Kavanaugh's accuser Christine Blasey…",Wed Oct 03 20:46:43 +0000 2018,-0.3182,0.0,0.881,0.119,41
@CNN,RT @cnnbrk: The Senate passes legislation to combat the opioid epidemic by a vote of 98-1. The bill now heads to the White House for Presid…,Wed Oct 03 20:46:27 +0000 2018,-0.34,0.0,0.909,0.091,42
@CNN,A Texas hospital has declared 9-year-old Payton Summons brain-dead. Her family has argued that she still has life.… https://t.co/JTGXWll5Qw,Wed Oct 03 20:41:08 +0000 2018,-0.3612,0.0,0.872,0.128,43
@CNN,"Fashion has a water consumption problem. But bacterial dye -- yes, bacterial -- could help change that:… https://t.co/Jv26NbfZ7I",Wed Oct 03 20:36:00 +0000 2018,0.7391,0.309,0.61,0.081,44
@CNN,"White House press secretary Sarah Sanders says President Trump was simply ""stating the facts"" in comments seen as m… https://t.co/WGSj0t3uIW",Wed Oct 03 20:31:00 +0000 2018,0.0,0.0,1.0,0.0,45
@CNN,"The Senate passed legislation intended to combat the opioid epidemic, in a rare moment of unity between Republican… https://t.co/x4Lke3jRab",Wed Oct 03 20:29:56 +0000 2018,-0.34,0.0,0.876,0.124,46
@CNN,"RT @TheLeadCNN: ""There appears to be no bottom"": @jaketapper gives his take on President Trump's mocking of Christine Blasey Ford at a rall…",Wed Oct 03 20:25:39 +0000 2018,-0.5994,0.0,0.803,0.197,47
@CNN,Typhoon Kong-rey will be the ninth tropical system of the season to impact Japan this year https://t.co/BjtARp5OtI,Wed Oct 03 20:21:06 +0000 2018,0.0,0.0,1.0,0.0,48
@CNN,"Take a rare tour underneath and inside San Francisco's Golden Gate Bridge where about 200 iron workers, engineers,… https://t.co/mnonusjeEs",Wed Oct 03 20:16:00 +0000 2018,0.0,0.0,1.0,0.0,49
@CNN,"President Trump says it's a ""scary time for young men in America."" Here are the stats on false sexual assault claim… https://t.co/VkaRfk0Vup",Wed Oct 03 20:11:04 +0000 2018,-0.7906,0.0,0.731,0.269,50
@CNN,President Trump's victim-mocking should haunt the GOP | By Tara Setmayer via @CNNOpinion https://t.co/KgdslMo6RM https://t.co/1lwqnIbekv,Wed Oct 03 20:01:03 +0000 2018,-0.4019,0.0,0.828,0.172,51
@CNN,Are standing desks really good for you? Proponents claim that eliminating sitting from your work life can make you… https://t.co/aQc7UNJaST,Wed Oct 03 19:58:25 +0000 2018,0.4927,0.144,0.856,0.0,52
@CNN,"North Korean hackers tried to steal over $1 billion in ""particularly aggressive"" attacks on global banks, according… https://t.co/Itctk9sZCp",Wed Oct 03 19:50:04 +0000 2018,-0.8059,0.0,0.645,0.355,53
@CNN,No airport necessary? This new airline wants to eliminate the most frustrating parts of air travel and get passenge… https://t.co/UP2HOVcQQn,Wed Oct 03 19:40:11 +0000 2018,-0.659,0.0,0.769,0.231,54
@CNN,"RT @CNNnewsroom: ""Brett Kavanaugh is being tried in the court of public opinion right now,"" argues CNN political contributor @mattklewis ht…",Wed Oct 03 19:30:22 +0000 2018,-0.3818,0.0,0.885,0.115,55
@CNN,An FBI bomb technician was wounded by a booby-trapped wheelchair on an Oregon property that was littered with trip… https://t.co/BtG50Ok3im,Wed Oct 03 19:30:10 +0000 2018,-0.4939,0.0,0.849,0.151,56
@CNN,"RT @CNNnewsroom: .@ananavarro on President Trump's Mississippi rally comments in which he mocked Christine Blasey Ford: ""When you think he…",Wed Oct 03 19:30:10 +0000 2018,-0.3182,0.0,0.892,0.108,57
@CNN,"The FBI investigation expands, but Brett Kavanaugh and Christine Blasey Ford have not yet been interviewed… https://t.co/T6Zjn5vBV4",Wed Oct 03 19:25:08 +0000 2018,0.0516,0.07,0.93,0.0,58
@CNN,"With filming for the fifth ""Rambo"" film currently underway, Sylvester Stallone has unveiled the first images of Joh… https://t.co/aBqnwPTtph",Wed Oct 03 19:20:05 +0000 2018,0.0,0.0,1.0,0.0,59
@CNN,The 42 most outrageous lines from Donald Trump's Mississippi campaign rally | Analysis by @CillizzaCNN… https://t.co/gGj2oziX9b,Wed Oct 03 19:10:07 +0000 2018,-0.5095,0.0,0.81,0.19,60
@CNN,"After a 29-year-old man died from an infection with what's commonly known as brain-eating amoeba, health officials… https://t.co/py2vWbizHZ",Wed Oct 03 19:00:12 +0000 2018,-0.5574,0.0,0.816,0.184,61
@CNN,"Astronomers say they may have made the first discovery of an exomoon, a moon outside our solar system… https://t.co/zbYf1UZwim",Wed Oct 03 18:50:09 +0000 2018,0.0,0.0,1.0,0.0,62
@CNN,Harvard University placed its head diving coach on leave late Tuesday after allegations of sexual misconduct agains… https://t.co/Nmskkd4fqu,Wed Oct 03 18:40:10 +0000 2018,0.0258,0.07,0.865,0.065,63
@CNN,"RT @CNNnewsroom: ""By any means necessary it appears at this point, Wolf, facts be damned,"" says @Acosta of White House press briefing in wh…",Wed Oct 03 18:31:51 +0000 2018,0.0,0.0,1.0,0.0,64
